Sort,Fed,Name,Rating,Games,Result,Moves,CPL,MM,Sort score,"Analysis "
416,,ralexander 08,912,5,3,76,158,32,-126,Level A
417,,nirt 08,1144,1,0,13,157,31,-126,Level A
418,,ChessOwnU 09,884,5,2,21,155,29,-126,Level A
419,,stota 09,983,19,6.5,404,159,32,-127,Level A
420,,Cgrittz 09,1161,2,1.5,20,157,30,-127,Level A
421,,protoz 09,953,2,2,21,156,29,-127,Level A
422,,RichardJohnson 09,1058,14,13.5,123,154,27,-127,Level A
423,,Melvill 09,981,2,0,30,154,27,-127,Level A
424,,Nielow 08,1102,1,1,16,178,50,-128,Level B
425,,DeanMartin 09,1125,1,1,9,172,44,-128,Level B
426,,SexyTime 09,1084,5,4,18,161,33,-128,Level B
427,,ifalou 08,832,1,1,33,161,33,-128,Level A
428,,JohntheChristian 08,846,1,0,34,155,27,-128,Level B
429,,OxoCube 09,1066,1,1,40,153,25,-128,Level A
430,,charlestacda 09,1026,1,1,14,149,21,-128,Level A
431,,Tyzore 09,937,2,0.5,37,147,19,-128,Level A
432,,cesacsr 09,921,1,1,19,171,42,-129,Level A
433,,paderboots 09,923,10,5.5,97,167,38,-129,Level A
434,,drunkenmonkey 08,1004,1,1,20,164,35,-129,Level A
435,,Androidkenny 08,1032,1,0,11,156,27,-129,Level A
436,,DoctorTommy 08,960,1,1,5,170,40,-130,Level A
437,,gilandrew 09,898,2,0.5,57,155,25,-130,Level A
438,,indbug 09,956,2,0.5,36,170,39,-131,Level C
439,,sevenohnine 08,1069,3,3,43,164,33,-131,Level A
440,,elpascoe 09,963,4,3,25,168,36,-132,Level A
441,,thebrickwall 08,1004,19,10,259,170,37,-133,Level B
442,,paperchasdvincent 08,964,8,5.5,131,166,33,-133,Level A
443,,AnotherPawn 08,1170,1,1,7,147,14,-133,Level A
444,,OSZCAR 09,1003,3,2.5,68,172,37,-135,Level A
445,,robertpmntr 09,955,9,5,193,165,30,-135,Level A
446,,Stoc 08,927,1,1,1,135,0,-135,Level A
447,,Intactive 08,994,6,1,86,173,37,-136,Level A
448,,lpalossy 08,955,2,2,25,172,36,-136,Level B
449,,zEviscerator 09,955,1,1,22,172,36,-136,Level A
450,,Lucanus 08,1033,3,2,74,170,34,-136,Level A
451,,MXseptimus 08,882,6,3.5,81,166,30,-136,Level A
452,,tomecki 09,836,3,1,37,166,30,-136,Level A
453,,Sirenus 09,885,4,3,53,164,28,-136,Level A
454,,kardsplz 09,994,3,0,81,163,27,-136,Level A
455,,fektija 09,1020,3,2,47,162,26,-136,Level A
456,,jkkcole 09,986,5,3.5,32,161,25,-136,Level A
457,,Marcellov 08,948,1,0,18,158,22,-136,Level A
458,,Astronomas 09,917,2,1,24,157,21,-136,Level A
459,,kfrumDABAY 08,939,4,2.5,29,171,34,-137,Level B
460,,petsocietyrocks 09,1249,5,3.5,127,168,31,-137,Level A
461,,krishnak 08,922,4,3,50,168,30,-138,Level A
462,,Drvanger 09,1024,2,1,50,166,28,-138,Level A
463,,tigerblue 09,1139,29,27.5,238,161,23,-138,Level A
464,,ElevatorJoe 09,1024,16,13,175,176,37,-139,Level A
465,,sigggih 09,1123,5,3,61,175,36,-139,Level A
466,,Xoppo 09,969,12,8,66,172,33,-139,Level B
467,,Beerbong 09,932,3,1,49,170,31,-139,Level A
468,,calexander 08,1065,24,9,394,169,30,-139,Level A
469,,jdlibbey 08,901,2,1,23,169,30,-139,Level A
470,,nryan 08,977,3,1,34,168,29,-139,Level A
471,,Minkowsky 09,1069,1,1,9,161,22,-139,Level A
472,,yanfen 09,994,1,1,9,161,22,-139,Level A
473,,Sagi 09,1051,1,1,14,190,50,-140,Level B
474,,tomerzarfaty 08,1056,2,1,60,177,37,-140,Level A
475,,JamesJohnson 09,1236,1,1,6,157,17,-140,Level A
476,,Dwaiosez 08,945,1,1,35,176,34,-142,Level A
477,,arcarsenal 08,1153,1,1,15,169,27,-142,Level A
478,,SecondQueen 09,1060,5,5,42,168,26,-142,Level A
479,,CHIMOL 09,1005,5,1,27,168,26,-142,Level A
480,,franzgabo 09,923,4,0,39,176,33,-143,Level A
481,,russkime 09,1012,2,0,24,168,25,-143,Level B
482,,PinkClimax 08,977,1,0,11,190,46,-144,Level B
483,,Erlanson 08,1086,1,1,8,182,38,-144,Level A
484,,civiliansoldier 08,902,1,1,18,177,33,-144,Level A
485,,holmesianman 09,1018,3,2,42,175,31,-144,Level A
486,,elfrieda 09,1092,5,3,39,175,31,-144,Level A
487,,xXxghostxXx 09,987,1,0,10,174,30,-144,Level A
488,,dadikuki 09,930,1,0,24,161,17,-144,Level A
489,,Scumm 08,929,2,0,19,182,37,-145,Level A
490,,reframed 09,909,6,2,110,180,35,-145,Level A
491,,ktinfl 9-9,866,1,1,10,165,20,-145,Level A
492,,checkmatenik 09,1054,2,1.5,9,156,11,-145,Level A
493,,jewhouse 09,1001,1,1,8,184,38,-146,Level A
494,,BayDragoy 08,910,1,0,20,181,35,-146,Level B
495,,praxodes 09,982,2,2,66,179,33,-146,Level A
496,,Lucidity 08,869,1,0,20,171,25,-146,Level A
497,,JSGill 08,951,1,1,24,167,21,-146,Level A
498,,aitmedallal 08,1013,1,0,5,146,0,-146,Level A
499,,soffan 09,1033,3,2,52,184,37,-147,Level A
500,,JScottDaBoss 08,1036,2,1,34,182,35,-147,Level A
501,,xuch 09,846,3,1,26,178,31,-147,Level A
502,,chaosmonger 09,1028,1,1,16,172,25,-147,Level A
503,,ashwinshivani 09,1005,7,4,88,171,24,-147,Level A
504,,JooBoo 08,997,7,5,46,169,22,-147,Level A
505,,Anishpatel 09,959,2,0,3,147,0,-147,Level A
506,,JonEG 08,844,1,1,20,183,35,-148,Level A
507,,Fukiyama 09,834,21,14,302,177,29,-148,Level A
508,,Caledonian 08,853,1,0,51,162,14,-148,Level A
509,,Shagmaster 9-9,712,1,0,11,195,46,-149,Level B
510,,PLUGZ 09,988,4,1,39,180,31,-149,Level A
511,,lapppi 08,1090,2,1,10,179,30,-149,Level A
512,,antharas 09,1082,15,10,185,178,29,-149,Level A
513,,Birgie 08,1011,4,1,94,176,27,-149,Level A
514,,sarabande 09,1131,1,1,5,190,40,-150,Level A
515,,andrejas 09,969,12,9,174,186,36,-150,Level A
516,,borovo 09,1027,16,8.5,303,181,31,-150,Level B
517,,AmpedAl 09,989,3,2,15,177,27,-150,Level A
518,,biondy 09,1019,3,1,58,176,26,-150,Level A
519,,Staindone 08,1026,1,1,9,172,22,-150,Level A
520,,THEREALVONBLUVENS 08,936,1,1,6,184,33,-151,Level A
521,,MrFrogees 09,1108,1,1,12,184,33,-151,Level A
522,,Melkzedech 09,1119,1,1,19,183,32,-151,Level A
523,,mcco 09,1003,1,0,22,183,32,-151,Level A
524,,Oriontwelve 08,1033,1,0.5,26,182,31,-151,Level A
525,,Xillion 09,909,2,1,16,176,25,-151,Level A
526,,mrfriday 9-9,672,1,0,25,175,24,-151,Level A
527,,FaustArp 09,1109,2,2,12,168,17,-151,Level A
528,,Sokka 09,1027,2,2,29,190,38,-152,Level A
529,,ccf 09,1005,3,3,21,190,38,-152,Level B
530,,dhally 09,1152,2,1,13,190,38,-152,Level A
531,,raysfan 09,1069,7,5.5,51,183,31,-152,Level A
532,,bialyhetman 09,1184,2,2,24,181,29,-152,Level A
533,,pajac 09,952,1,1,13,160,8,-152,Level A
534,,lamell 09,814,3,0,13,160,8,-152,Level A
535,,Dszudszak 08,970,3,1,57,178,25,-153,Level A
536,,insanemew 09,1011,4,2,45,177,24,-153,Level A
537,,Volodymir 09,1102,2,2,24,174,21,-153,Level A
538,,Simplicus 08,1078,9,6,118,187,33,-154,Level A
539,,princy 08,952,4,2,34,186,32,-154,Level A
540,,MagicCube 09,949,2,1,19,186,32,-154,Level A
541,,SkyBrain 08,970,1,1,27,192,37,-155,Level A
542,,Deadache 09,1081,5,4,17,190,35,-155,Level A
543,,JackPacman 09,964,2,0,29,190,35,-155,Level A
544,,Dlegend 09,869,8,4,162,190,35,-155,Level B
545,,mipsparc 08,1027,86,52,1432,189,34,-155,Level A
546,,silverspruce 09,994,2,1,25,183,28,-155,Level A
547,,sangkyu 09,928,2,1,15,182,27,-155,Level A
548,,Gasparinho 09,1028,2,2,26,194,38,-156,Level A
549,,dtrasatti 08,878,2,0,22,192,36,-156,Level A
550,,Thorolas 09,924,1,1,32,187,31,-156,Level A
551,,ozslap 08,951,1,0,5,176,20,-156,Level A
552,,tomys 09,1054,2,2,11,174,18,-156,Level A
553,,golmman 09,1044,1,1,6,173,17,-156,Level A
554,,chessboyjazz 09,991,7,4.5,55,199,42,-157,Level B
555,,Fnorgmuffin 09,867,9,0,104,189,32,-157,Level A
556,,bigjturner 09,1048,3,2.5,45,181,24,-157,Level A
557,,BessieBoodle 09,933,1,0,21,176,19,-157,Level A
558,,Chrisasdf 08,1066,1,0,28,187,29,-158,Level A
559,,spiderz 09,1037,3,1.5,40,196,37,-159,Level A
560,,jacquesmoll 08,991,3,2,63,191,32,-159,Level A
561,,achieve 08,973,30,20,410,190,31,-159,Level A
562,,HeliosMax 09,955,8,4.5,161,189,30,-159,Level A
563,,paato 08,931,4,2,81,186,27,-159,Level A
564,,DINOCO 08,890,7,3.5,125,181,22,-159,Level A
565,,Daimonion 08,998,2,2,12,202,42,-160,Level A
566,,newscot 09,900,1,1,10,200,40,-160,Level A
567,,golmman 08,1077,2,0,9,193,33,-160,Level A
568,,HELENEMARIE 08,1186,1,1,15,187,27,-160,Level A
569,,moibeatle 08,864,6,3,79,182,22,-160,Level A
570,,drkris 08,991,3,0,38,178,18,-160,Level A
571,,luoyun 08,940,3,0,44,197,36,-161,Level B
572,,HammandClov 08,978,5,4,61,195,34,-161,Level A
573,,IanRedding 08,1141,1,0,22,193,32,-161,Level B
574,,PABOY 09,881,6,5.5,76,190,29,-161,Level A
575,,stabinandmoley 08,905,10,6,137,187,26,-161,Level A
576,,MossMan 9-9,655,1,0,4,186,25,-161,Level A
577,,gwhatever 09,942,2,0,50,185,24,-161,Level A
578,,deckedm 08,908,2,1,21,200,38,-162,Level A
579,,ziggylucy 08,1043,1,0,30,195,33,-162,Level A
580,,BeauDog 09,881,1,1,6,195,33,-162,Level B
581,,lukeex 09,1029,1,1,19,194,32,-162,Level B
582,,DEDEE 08,974,20,14,325,192,30,-162,Level A
583,,JForce 08,1056,5,2,20,182,20,-162,Level A
584,,sarduspater 09,1079,5,5,27,204,41,-163,Level A
585,,Kundeohmar 09,1008,18,4,172,195,32,-163,Level A
586,,scoroyale 09,851,6,2.5,89,193,30,-163,Level A
587,,mdxp 09,1006,3,2,43,193,30,-163,Level A
588,,Nopolis 09,855,5,2,90,192,29,-163,Level B
589,,sexyricanlady 09,1012,2,2,21,187,24,-163,Level A
590,,rayizmi 08,867,1,0,19,196,32,-164,Level B
591,,kwe 08,1012,3,3,27,206,41,-165,Level B
592,,Benly 09,865,5,2,65,196,31,-165,Level A
593,,dockson 08,917,2,0,31,191,26,-165,Level A
594,,ToomuchforUtoo 09,1009,3,2,38,186,21,-165,Level A
595,,skiparooni 09,1059,1,0,31,205,39,-166,Level B
596,,mergall 09,982,13,8,120,199,33,-166,Level B
597,,nicksun 09,995,9,6,112,194,28,-166,Level A
598,,noncsi 09,920,2,2,22,180,14,-166,Level A
599,,xxxyyyxxx 08,947,1,1,9,177,11,-166,Level A
600,,ydankner 08,1092,1,1,31,209,42,-167,Level B
601,,Kkidplayer 09,971,6,3,67,207,40,-167,Level B
602,,chrisdill 08,844,1,0,13,198,31,-167,Level A
603,,Dicemice 09,1026,3,3,32,192,25,-167,Level A
604,,vascobimbo 08,950,3,3,8,206,38,-168,Level A
605,,kugatz 08,998,1,1,8,206,38,-168,Level B
606,,LDopa 09,1022,2,1,27,201,33,-168,Level A
607,,SAVAGEPLAYA 08,1109,1,1,27,198,30,-168,Level A
608,,chesseeka 09,1008,2,0,35,197,29,-168,Level A
609,,kkj 09,935,4,2.5,79,195,27,-168,Level A
610,,Peroble 08,1067,1,0.5,6,185,17,-168,Level A
611,,tamusachess 08,1190,2,2,6,202,33,-169,Level A
612,,TheDuster 09,952,8,5,54,195,26,-169,Level A
613,,lacceroswaldo 08,893,91,37,1562,202,32,-170,Level A
614,,azote 09,979,2,2,39,201,31,-170,Level A
615,,graystanley 09,898,2,0,18,181,11,-170,Level A
616,,sobecripa 08,896,1,0,11,207,36,-171,Level B
617,,francod 09,968,4,3,68,205,34,-171,Level A
618,,isntheaqt 08,854,9,3,151,199,28,-171,Level A
619,,Admirn 09,908,18,7,84,197,26,-171,Level A
620,,takatsugu 08,824,2,2,24,196,25,-171,Level A
621,,skydvr 08,1077,1,1,5,212,40,-172,Level A
622,,saturnine 08,864,3,1,39,203,31,-172,Level A
623,,amenophis 08,882,1,1,11,190,18,-172,Level A
624,,Langan 09,1085,1,0,8,185,13,-172,Level A
625,,jdchopra 09,875,14,8,163,206,33,-173,Level A
626,,pmineirov 09,918,4,4,31,205,32,-173,Level A
627,,Sawedoff 09,1093,2,2,11,173,0,-173,Level A
628,,aleksthegreat 08,1112,3,3,77,196,22,-174,Level A
629,,JohnWinthrop 08,960,10,4.5,82,207,32,-175,Level A
630,,EndlessWC 08,1007,2,2,69,201,26,-175,Level A
631,,ANDYTASTIC 09,990,22,13.5,228,201,26,-175,Level A
632,,onetwothreebob 08,1004,1,0,6,226,50,-176,Level A
633,,nicksun 08,904,22,10.5,318,206,30,-176,Level A
634,,smalldreams 09,1013,17,13,149,206,30,-176,Level A
635,,Vaudevillian 09,1054,1,0,16,201,25,-176,Level B
636,,BMANMILES 09,974,1,1,14,197,21,-176,Level A
637,,MaximilliannKidd 09,1056,1,1,22,194,18,-176,Level A
638,,jmgray 09,964,2,1,5,237,60,-177,Level A
639,,intellow 09,1024,31,10.5,453,204,27,-177,Level A
640,,shoving 08,971,3,0,28,195,18,-177,Level A
641,,drstu 08,920,1,0,15,211,33,-178,Level B
642,,bkpbkpbkpbkp 08,923,2,0,21,207,29,-178,Level A
643,,uberpao 09,1077,2,2,22,205,27,-178,Level A
644,,cyrdro 08,964,2,1,20,203,25,-178,Level A
645,,jmoon 09,907,2,0,13,210,31,-179,Level A
646,,tabbykt 08,987,14,7.5,216,205,26,-179,Level A
647,,Agenbite 9-9,679,1,0,8,204,25,-179,Level A
648,,cameronbra 08,1052,1,1,19,200,21,-179,Level B
649,,HogSlayer 09,923,1,0,17,221,41,-180,Level A
650,,herbkleiman 09,1075,3,3,20,220,40,-180,Level A
651,,kukuykuyk 09,1061,1,0,10,220,40,-180,Level A
652,,musick 08,868,3,2,36,208,28,-180,Level A
653,,phenin 08,919,1,0.5,43,203,23,-180,Level A
654,,msbillions 09,923,1,0,31,203,23,-180,Level A
655,,theonejanitor 08,1007,3,2,36,212,31,-181,Level A
656,,Leonidovich 08,963,5,3,29,206,24,-182,Level A
657,,bongocat 08,839,5,2,60,221,38,-183,Level A
658,,HareBrain 09,1001,15,8,286,210,27,-183,Level B
659,,jaydottaylor 09,1114,2,2,71,210,27,-183,Level A
660,,Plainzero 09,847,2,0,22,206,23,-183,Level C
661,,sxsonar 09,987,1,1,26,211,27,-184,Level A
662,,whitestarrnyc 08,959,1,0,22,207,23,-184,Level A
663,,Awais 09,989,7,6,55,218,33,-185,Level A
664,,laksen 08,935,5,1.5,39,216,31,-185,Level A
665,,sspcleber 08,1066,13,6.5,183,216,31,-185,Level A
666,,zqnzt 09,849,10,7,158,212,27,-185,Level B
667,,Contranigma 09,891,3,1,52,200,15,-185,Level A
668,,Traenexx 09,833,11,3.5,164,215,29,-186,Level A
669,,Chuckccac 08,1095,1,1,29,214,28,-186,Level A
670,,cjmaeder 09,754,1,1,22,213,27,-186,Level A
671,,WhiteSide 08,807,9,6.5,108,212,26,-186,Level A
672,,gobemouche 09,993,37,13,480,212,26,-186,Level A
673,,fishmasters 09,819,7,4,119,210,24,-186,Level A
674,,powerpass 09,968,1,1,6,237,50,-187,Level A
675,,philsolness 08,911,1,0,7,230,43,-187,Level A
676,,fattylumpkin 08,1083,1,1,21,225,38,-187,Level A
677,,darumsdad 08,1159,1,0,25,223,36,-187,Level A
678,,vincentkellner 09,940,2,2,22,219,32,-187,Level A
679,,MohanGH 08,1069,3,2,107,217,30,-187,Level A
680,,tfrio 08,959,17,6,234,220,32,-188,Level A
681,,vetteboy 08,944,24,9,453,211,23,-188,Level A
682,,arifabesha 08,1039,1,0,21,207,19,-188,Level A
683,,JedTed 09,1099,2,2,36,205,17,-188,Level A
684,,sitkaak 09,892,1,1,3,188,0,-188,Level A
685,,drewblastoff 09,1007,2,2,34,213,24,-189,Level A
686,,Tyranth 09,1068,3,2,29,213,24,-189,Level A
687,,pendaggie 09,868,7,1,69,212,23,-189,Level A
688,,SimonDedalus 09,1061,1,1,34,204,15,-189,Level A
689,,craigzooka 08,1073,2,1,13,197,8,-189,Level A
690,,KingzKill 09,1072,1,0,14,226,36,-190,Level A
691,,GoGoYubari 09,998,19,12,217,221,31,-190,Level A
692,,Artmachine 08,1003,7,5,70,216,26,-190,Level A
693,,lowandbehold 09,904,14,10.5,138,227,36,-191,Level A
694,,Loran 9-9,767,3,2,24,224,33,-191,Level A
695,,vulturemort 08,964,1,1,19,223,32,-191,Level A
696,,dahuigou 09,706,5,1.5,133,220,29,-191,Level A
697,,jasonsonly 08,881,8,2.5,187,218,27,-191,Level A
698,,Hazardo 09,913,78,40,712,223,31,-192,Level A
699,,fishmasters 08,917,2,0,43,211,19,-192,Level A
700,,ZnBangash 09,1143,1,1,18,209,17,-192,Level A
701,,twobacca 09,1003,1,0,13,207,15,-192,Level A
702,,Benly 08,905,1,1,3,192,0,-192,Level A
703,,Booyens 09,1018,15,6,188,221,28,-193,Level A
704,,yackal 08,1036,6,3,50,217,24,-193,Level A
705,,ktinfl 09,998,25,8.5,284,217,24,-193,Level A
706,,Skribble 08,841,3,3,36,212,19,-193,Level A
707,,planetchess 09,1239,1,1,7,237,43,-194,Level A
708,,Aeroplanes 08,1036,1,1,18,233,39,-194,Level A
709,,Sinickas 08,953,2,1,24,232,38,-194,Level A
710,,badstep 09,988,22,13.5,181,225,31,-194,Level A
711,,LDopa 08,987,8,2.5,104,212,18,-194,Level A
712,,Rastaluke 09,868,11,0,113,222,27,-195,Level B
713,,calexander 09,979,1,1,5,215,20,-195,Level A
714,,cinex 08,1048,1,0,20,226,30,-196,Level A
715,,headroad 08,1089,1,1,21,225,29,-196,Level A
716,,rylruler 09,957,2,0,48,225,29,-196,Level A
717,,lbwest 08,865,1,0,63,225,29,-196,Level A
718,,bennywalsh 09,1047,2,2,29,213,17,-196,Level A
719,,Uncrowned 09,848,3,2,10,196,0,-196,Level A
720,,DaveMiddled 08,989,14,3,171,227,30,-197,Level A
721,,zqnzt 08,888,8,2.5,127,224,27,-197,Level A
722,,paperchasdvincent 09,1043,2,1,10,238,40,-198,Level A
723,,MikEms 09,885,3,2,35,235,37,-198,Level A
724,,vawaverunner 09,1018,1,0,22,225,27,-198,Level A
725,,Jia 09,1142,6,2,54,224,24,-200,Level A
726,,johnsacko 08,995,26,10.5,333,225,24,-201,Level B
727,,onexdata 09,979,2,1,13,224,23,-201,Level A
728,,southerncastle 09,1046,1,1,4,252,50,-202,Level B
729,,shailen 09,947,1,1,11,238,36,-202,Level B
730,,brickell 09,946,3,1.5,59,234,32,-202,Level A
731,,nicholasjanssen 09,988,1,0.5,23,228,26,-202,Level A
732,,Hempnotic 09,997,1,0,19,223,21,-202,Level B
733,,Damppu 08,987,1,0,10,222,20,-202,Level A
734,,LKD 08,1100,1,0,7,232,29,-203,Level A
735,,vcrazy 09,1189,1,0,25,231,28,-203,Level A
736,,jhnd 08,879,3,0,66,230,27,-203,Level A
737,,chessup 08,1077,3,1,46,225,22,-203,Level A
738,,owzat 09,928,4,4,40,239,35,-204,Level A
739,,richess 08,922,9,3.5,94,236,32,-204,Level B
740,,Demolishor 09,1056,5,1,39,232,28,-204,Level A
741,,Crashinator 08,825,30,6.5,112,231,27,-204,Level A
742,,avorenus 08,967,1,0,24,229,25,-204,Level A
743,,svenolof 08,1074,1,0,28,225,21,-204,Level A
744,,saipanislandboy 09,942,9,0,80,222,18,-204,Level A
745,,LaurentDelaon 09,1100,11,8,96,237,32,-205,Level B
746,,bandicot 08,942,10,1,205,232,27,-205,Level A
747,,whowant 09,1053,11,10,95,232,27,-205,Level A
748,,Lovesin 09,1142,1,0,4,230,25,-205,Level A
749,,lucasdawn 09,872,2,0,12,239,33,-206,Level A
750,,lousychess 09,1094,2,2,19,227,21,-206,Level A
751,,chmpf 9-9,926,7,7,43,240,33,-207,Level B
752,,ElectronTheory 09,1153,5,3.5,79,236,29,-207,Level A
753,,gaangster 09,1111,1,0,19,233,26,-207,Level A
754,,kiwa 08,1006,3,1,40,227,20,-207,Level A
755,,wackum 08,986,1,1,14,207,0,-207,Level A
756,,deeprince 09,872,6,2,68,239,31,-208,Level A
757,,dewie 09,1065,1,1,13,239,31,-208,Level A
758,,kodra 08,1010,1,0,14,229,21,-208,Level A
759,,viqous 08,1024,6,3,33,239,30,-209,Level A
760,,BrunoPereira 08,982,6,4,92,239,30,-209,Level A
761,,hautefoxx 09,836,4,1.5,66,238,29,-209,Level A
762,,simmito 08,983,23,8.5,340,235,26,-209,Level A
763,,zhouzhou 08,934,3,1,41,233,24,-209,Level A
764,,Zhoss 08,1083,1,1,12,243,33,-210,Level A
765,,colonelcam 08,1039,4,1,17,228,18,-210,Level A
766,,minhhuan 09,1027,1,0,45,229,18,-211,Level A
767,,JHennessey 09,1208,1,1,3,211,0,-211,Level A
768,,agfa 09,1049,1,0,9,245,33,-212,Level A
769,,Kleppi 09,1034,1,0,8,237,25,-212,Level A
770,,KarimNicho 08,864,4,2,58,234,22,-212,Level A
771,,sccoach 09,1096,10,6,68,245,32,-213,Level B
772,,bgilby 09,1043,1,0,29,244,31,-213,Level A
773,,brainllama 08,922,7,3,64,240,27,-213,Level A
774,,kinkobel 09,1038,1,0.5,32,222,9,-213,Level B
775,,jasonmyerss 08,885,3,1,65,248,34,-214,Level A
776,,ironwutang 09,999,22,3,55,245,31,-214,Level B
777,,vishavnathan 08,1092,3,0,44,237,23,-214,Level A
778,,ddleale 08,1094,1,0,13,222,8,-214,Level A
779,,LaurentDelaon 08,1061,22,17,213,242,27,-215,Level A
780,,ilovepie 08,934,4,1,63,240,25,-215,Level A
781,,SviSe 08,889,2,0,12,240,25,-215,Level B
782,,Silias 08,1040,2,0.5,13,238,23,-215,Level A
783,,OttoTheDog 09,1019,1,1,16,234,19,-215,Level A
784,,LeyZ 9-9,826,1,1,16,234,19,-215,Level A
785,,maraman 09,998,1,0,7,229,14,-215,Level A
786,,BTX 09,1029,1,0,12,223,8,-215,Level B
787,,beijingchina 09,969,1,1,8,254,38,-216,Level A
788,,chmpf 09,966,26,15,330,244,28,-216,Level B
789,,Malfunction 09,1081,2,1,24,241,25,-216,Level A
790,,rockyspirit 08,898,2,0,51,240,24,-216,Level A
791,,dubaddict 09,893,10,2,76,240,24,-216,Level A
792,,WillSmith 09,928,1,0,8,229,13,-216,Level B
793,,billington 08,1009,1,1,11,253,36,-217,Level A
794,,Bhunt 09,1091,19,10,297,241,24,-217,Level A
795,,IrishRottie 09,990,3,1,57,238,21,-217,Level A
796,,Yokain 08,990,1,0,15,230,13,-217,Level A
797,,pendaggie 08,1024,6,1,49,249,31,-218,Level A
798,,checkraiseallin 09,896,4,1,66,244,26,-218,Level A
799,,japhet 09,1056,22,17.5,217,249,30,-219,Level A
800,,FollyFrog 08,894,5,1.5,97,240,21,-219,Level A
801,,jarnaud 09,1076,3,2,18,236,17,-219,Level A
802,,pmineiro 08,847,10,3.5,103,238,18,-220,Level A
803,,PatatZonder 09,1132,1,1,12,237,17,-220,Level A
804,,waxmatiwaxmati 08,996,3,2,13,228,8,-220,Level A
805,,mikelee 08,1057,1,1,22,257,36,-221,Level A
806,,IanRemsen 09,1085,2,0.5,21,245,24,-221,Level A
807,,ZfromDtownCO 09,1110,1,0,19,242,21,-221,Level A
808,,lesterjack 08,932,1,0,10,241,20,-221,Level A
809,,pachenko 09,971,1,0,2,221,0,-221,Level A
810,,JBWALKER 09,967,2,2,15,250,27,-223,Level B
811,,lauraT 08,1087,1,1,22,251,27,-224,Level A
812,,kevincollins 09,1005,1,1,16,249,25,-224,Level A
813,,alonsofer 09,945,1,1,11,233,9,-224,Level A
814,,ssubjinski 08,1031,1,1,2,224,0,-224,Level B
815,,jaelaw 08,807,1,0,22,252,27,-225,Level A
816,,SkyMeadow 09,957,32,15,375,250,25,-225,Level A
817,,Baro 08,1090,1,0,32,250,25,-225,Level A
